amount,oldbalanceOrg,oldbalanceDest,isFraud,isFlaggedFraud for Operations,Time,Instrument or Mode_CREDIT-CARD,Instrument or Mode_DEBIT-CARD,Instrument or Mode_WIRE-TRANSFER,type_DEBIT,type_PAYMENT,type_TRANSFER,AML Risk Rating,Type of Account,Sanctions,Date_28,Date_29,Country of Domicile_US
0.005073734317273564,0.019372623286760638,0.0,0,1,0.9187500000000001,1,0,0,0,1,0,0,1,0,0,0,1
0.03809407292258843,0.19475077684680625,0.25328955081967214,0,1,0.5194444444444445,0,0,0,0,0,0,0,1,0,0,0,1
1.2875013493014141e-05,2.04652669922763e-05,0.0,0,0,0.23055555555555554,1,0,0,0,1,0,0,1,0,0,0,0
0.0004031194224691548,0.002251877048706948,0.0,0,0,0.6784722222222223,1,0,0,0,1,0,0,1,0,1,0,1
0.0023631214765513072,0.35457551741660115,0.016878216939890712,0,1,0.015277777777777777,0,0,0,0,0,0,0,0,0,0,0,1
0.0170879519081736,0.002429165176022614,0.0,0,1,0.22708333333333333,0,0,1,0,0,1,0,0,0,0,0,1
0.023968213118687347,0.013110421355816186,0.5737704918032787,0,1,0.17777777777777778,0,0,0,0,0,0,0,1,0,0,1,1
0.000600014628815331,0.04262449452147129,0.00047153114754098363,0,1,0.08888888888888889,0,1,0,1,0,0,1,1,0,0,0,1
0.0008677359093872331,0.019372623286760638,0.0,0,1,0.19722222222222222,1,0,0,0,1,0,2,1,0,0,0,1
0.026535123808809756,0.6227287735839915,0.01619912349726776,0,1,0.46597222222222223,0,0,0,0,0,0,0,0,0,0,1,1
0.004444337657665865,0.1980034263818222,0.009577569398907103,0,1,0.15625,0,0,0,0,0,0,2,1,0,0,1,1
0.012040040617962568,0.5144330830343324,0.007028353005464481,0,1,0.45,0,0,0,0,0,0,2,1,0,0,1,1
0.0003236403391750755,0.0008933399121931518,0.0,0,0,0.34930555555555554,1,0,0,0,1,0,0,0,0,0,0,1
0.0025413706633564555,0.00405522366249984,0.002729344262295082,0,1,0.2965277777777778,0,0,1,0,0,1,0,1,0,0,0,1
0.0008917449345486915,0.001650089671203005,0.0,0,1,0.9402777777777778,1,0,0,0,1,0,2,0,0,0,0,1
0.0006662486982286359,0.005597844325210147,0.0,0,1,0.052083333333333336,1,0,0,0,1,0,0,1,0,0,0,1
0.006698920020468182,0.005789267440341615,0.0003008196721311475,0,1,0.17916666666666667,0,0,0,0,0,0,1,1,0,1,0,1
0.0007095757436353793,0.019372623286760638,0.001677103825136612,0,1,0.3597222222222222,0,0,0,0,0,0,1,0,0,1,0,1
0.00043977646088573107,0.004316078296700635,0.0,0,0,0.7361111111111112,1,0,0,0,1,0,0,1,0,0,0,0
0.0025378456596622514,0.019372623286760638,0.0,0,1,0.9222222222222222,1,0,0,0,1,0,1,1,0,0,0,1
0.014684046388880616,0.5596392740876773,0.2437909775956284,0,1,0.45416666666666666,0,0,0,0,0,0,0,1,0,0,1,1
0.023539879669793894,0.8139521182520336,0.017969942622950822,0,1,0.26805555555555555,0,0,0,0,0,0,0,0,0,0,0,1
0.02254281262486763,0.028474275585750438,0.021040797267759564,0,1,0.3951388888888889,0,0,0,0,0,0,0,0,0,0,1,1
0.0005069745313093089,0.00020732090662683176,0.0,0,1,0.6180555555555556,1,0,0,0,1,0,1,0,0,0,0,1
0.01693981575292691,0.5977956752394689,0.018006018032786886,0,1,0.3354166666666667,0,0,0,0,0,0,2,1,0,1,0,1
0.0028074119421677155,1.1627992609247897e-06,0.0,0,1,0.8118055555555556,1,0,0,0,1,0,1,0,0,1,0,1
0.00019398520329649306,0.025892283702864477,0.0,0,0,0.18958333333333333,1,0,0,0,1,0,1,1,0,0,0,1
0.006520361833339201,0.47931366936423175,0.0064539956284153,0,1,0.9694444444444444,0,0,0,0,0,0,1,1,0,0,0,1
0.001120849174649935,0.0011400859153613923,0.0,0,1,0.26944444444444443,1,0,0,0,1,0,0,1,0,1,0,1
0.0009622580084463929,0.019372623286760638,0.0,0,1,0.02361111111111111,1,0,0,0,1,0,1,1,0,0,1,1
0.0015083265807262567,0.019372623286760638,0.0,0,1,0.7368055555555556,1,0,0,0,1,0,0,0,0,1,0,1
2.4370025539786767e-06,0.0021190078531586084,0.0,0,0,0.34791666666666665,1,0,0,0,1,0,0,0,0,0,0,1
0.0033138984729655994,0.019372623286760638,0.0,0,1,0.029166666666666664,1,0,0,0,1,0,1,0,0,0,0,1
0.0006724687047472026,2.0642012479936867e-05,0.0,0,1,0.2736111111111111,1,0,0,0,1,0,1,1,0,0,0,1
0.015622851372748237,0.000725970462573174,0.011227978142076503,0,1,0.23263888888888887,0,0,0,0,0,0,1,0,0,0,0,1
0.022978029080974478,0.019372623286760638,0.09262730546448088,0,1,0.8180555555555555,0,0,0,0,0,0,0,0,0,0,0,1
8.734009153241592e-05,0.0024304054952342673,0.0,0,0,0.06527777777777778,1,0,0,0,1,0,0,1,0,0,1,1
0.08318691417988607,0.019372623286760638,0.519692725136612,0,1,0.4055555555555555,0,0,1,0,0,1,0,0,0,1,0,1
0.015967928734389313,0.2248454682418204,0.02303781092896175,0,1,0.5083333333333333,0,0,0,0,0,0,0,0,0,1,0,1
0.0005049965292363627,0.019372623286760638,0.0,0,1,0.8333333333333334,1,0,0,0,1,0,0,1,0,0,0,1
0.06949575083154688,0.00027492295485896987,0.06920376448087431,0,1,0.24930555555555556,0,0,1,0,0,1,0,0,0,1,0,1
0.008506036914326687,0.0025665576606959508,0.2053412699453552,0,1,0.4444444444444444,0,0,0,0,0,0,1,0,0,0,0,1
0.0006120086413850563,0.004616877411112718,0.0,0,1,0.6611111111111111,1,0,0,0,1,0,1,1,0,0,0,1
0.018319237198560583,0.2940609423092651,0.2717691666666667,0,1,0.28680555555555554,0,0,0,0,0,0,0,1,0,0,0,1
0.03666350242335054,0.13322209272083788,0.37162385300546447,0,1,0.517361111111111,0,0,0,0,0,0,2,0,0,0,0,1
0.016132960907343032,0.9457360344901765,0.08267681366120218,0,1,0.27152777777777776,0,0,0,0,0,0,1,0,0,0,0,1
0.008606259019359453,0.6160564004153519,0.5628415300546448,0,1,0.46388888888888885,0,0,0,0,0,0,2,1,0,0,1,1
0.08629680243904896,0.019372623286760638,0.6830601092896175,0,1,0.3597222222222222,0,0,1,0,0,1,1,0,0,0,0,1
0.009628996091187903,0.3274527827918113,0.023268331147540986,0,1,0.9097222222222222,0,0,0,0,0,0,0,0,0,0,0,1
0.0002553962676552885,0.0011752799729920491,0.0,0,0,0.8923611111111112,1,0,0,0,1,0,0,1,0,0,0,1
0.0023293514411603104,0.17721480041907284,0.01695071038251366,0,1,0.9423611111111111,0,0,0,0,0,0,0,1,0,1,0,1
0.0030970992457600094,0.0023479289188563794,0.0,0,1,0.7222222222222222,1,0,0,0,1,0,1,1,0,0,0,1
0.01402332069644009,5.7132203686771335e-05,0.0,0,1,0.8611111111111112,0,0,1,0,0,1,0,1,0,0,0,0
0.0022339163411443257,0.0002254683270923313,0.0,0,1,0.3770833333333334,1,0,0,0,1,0,1,0,0,0,0,1
0.0008401388804655469,0.04289194377788053,0.0,0,1,0.607638888888889,1,0,0,0,1,0,0,1,0,0,0,1
0.000542557568600332,0.0012308361960805137,0.0,0,1,0.37986111111111115,1,0,0,0,1,0,0,0,0,0,0,1
0.00047857150154293366,0.0016030350611109152,0.0,0,0,0.14166666666666666,1,0,0,0,1,0,1,1,0,0,1,1
0.023517938646799703,0.38220432863652876,0.2560617415300547,0,1,0.016666666666666666,0,0,0,0,0,0,2,1,0,0,0,1
0.0003442393607628501,0.0008701614469253843,0.010170501639344262,0,0,0.09097222222222222,0,1,0,1,0,0,0,0,0,1,0,1
0.03467175933600379,0.0959823107224433,0.27327676830601094,0,1,0.4604166666666667,0,0,0,0,0,0,0,1,0,1,0,1
0.0632351712704595,0.012312493774178958,0.1010039169398907,0,1,0.03819444444444444,0,0,1,0,0,1,1,1,0,0,1,1
0.004934055170889819,0.0001566174324539599,0.36682996830601095,0,1,0.05277777777777778,0,0,0,0,0,0,1,0,0,1,0,1
1.1512012064588643e-05,0.01135574254229004,0.0,0,0,0.22083333333333333,1,0,0,0,1,0,2,0,0,1,0,1
0.025279625493047516,0.019372623286760638,0.2847125633879781,0,1,0.31736111111111115,0,0,0,0,0,0,2,0,0,0,0,1
0.13064799491909868,0.019372623286760638,0.6557377049180327,0,1,0.19999999999999998,0,0,1,0,0,1,0,0,0,0,1,1
0.0016915617727567382,3.9535174871442854e-05,0.0,0,1,0.035416666666666666,1,0,0,0,1,0,0,0,0,1,0,1
0.010616438126027156,0.0008114788442240466,0.0013690562841530054,0,1,0.24513888888888888,0,0,1,0,0,1,0,0,0,1,0,1
0.0007360757714074084,0.0008803165604707941,0.0,0,1,0.09652777777777777,1,0,0,0,1,0,0,1,0,1,0,1
0.0007078777418558736,0.019372623286760638,0.0,0,1,0.4395833333333334,1,0,0,0,1,0,0,0,0,0,0,1
0.049480100855145696,0.7721299722749896,0.4083683726775956,0,1,0.26666666666666666,0,0,0,0,0,0,1,0,0,0,0,1
0.027244348552077285,0.5737782487545451,0.3567008043715847,0,1,0.2569444444444445,0,0,0,0,0,0,0,1,0,0,0,1
0.0007787928161748714,0.0015344299047163525,0.0,0,1,0.7256944444444445,1,0,0,0,1,0,0,1,0,0,0,1
0.009566014025182699,0.3786541265226372,0.6775956284153005,0,1,0.9118055555555555,0,0,0,0,0,0,1,1,0,0,0,1
0.019967271925700976,0.019372623286760638,0.011192391803278688,0,1,0.3979166666666667,0,0,0,0,0,0,0,0,0,1,0,1
0.00026396727663770595,0.007531072515650309,0.0,0,0,0.05416666666666667,1,0,0,0,1,0,0,0,0,0,0,1
0.043992076103695765,0.019372623286760638,0.34279003497267757,0,1,0.8006944444444444,0,0,0,0,0,0,2,0,0,0,0,1
1.770001854961944e-05,0.0004679879425468637,0.0,0,0,0.6979166666666666,1,0,0,0,1,0,2,0,0,0,0,1
0.00021401322428585908,0.0012018693160918627,0.0,0,0,0.22430555555555556,1,0,0,0,1,0,1,0,0,0,0,1
0.0008554048964643316,0.019372623286760638,0.0,0,1,0.9222222222222222,1,0,0,0,1,0,2,0,0,0,0,1
0.011746368310193989,0.37594271120601275,0.009737737704918033,0,1,0.28958333333333336,0,0,0,0,0,0,1,0,0,0,0,1
0.02245173852942198,0.4538319127156362,0.03240513387978142,0,1,0.5187499999999999,0,0,0,0,0,0,1,1,0,1,0,1
0.05642918613778708,0.019372623286760638,0.7158469945355191,0,1,0.8756944444444444,0,0,1,0,0,1,0,0,0,0,0,1
0.00046915349167285937,2.395366477505067e-05,0.0,0,0,0.18194444444444444,1,0,0,0,1,0,1,1,0,0,1,1
0.01624002001954098,0.2225270969049772,0.020433333333333335,0,1,0.8340277777777777,0,0,0,0,0,0,0,1,0,1,0,0
0.0012858893476120365,0.0008420992247617328,0.0,0,1,0.18055555555555555,1,0,0,0,1,0,0,1,0,1,0,1
0.0005804756083384376,0.001829935956892706,0.0,0,1,0.8520833333333333,1,0,0,0,1,0,1,1,0,0,0,1
0.06119146612865651,0.2424031618837503,0.15271046721311474,0,1,0.24791666666666667,0,0,0,0,0,0,0,0,0,0,0,1
0.014568730268029321,0.4895306918926922,0.6502732240437158,0,1,0.8493055555555555,0,0,0,0,0,0,0,0,0,1,0,1
0.001034320083967448,7.98455492501689e-05,0.0,0,1,0.46458333333333335,1,0,0,0,1,0,1,0,0,1,0,1
0.0017320728152123103,0.019372623286760638,0.0,0,1,0.2111111111111111,1,0,0,0,1,0,0,1,0,0,0,1
0.0032532034093571732,0.005535019831541395,0.0,0,1,0.725,1,0,0,0,1,0,0,1,0,1,0,1
0.0006276126577380654,0.019372623286760638,0.0,0,1,0.5833333333333334,1,0,0,0,1,0,1,0,0,1,0,1
0.004491110706684021,0.0014810194338640476,0.004388275956284153,0,1,0.01875,0,0,0,0,0,0,0,1,0,0,0,1
0.0014946095663508257,0.004664607995175158,0.0,0,1,0.10833333333333334,1,0,0,0,1,0,2,0,0,1,0,1
0.030816735295938594,0.35354190282796655,0.01779983606557377,0,1,0.5166666666666667,0,0,0,0,0,0,1,1,0,1,0,1
0.00012655313262768299,0.019372623286760638,0.0,0,0,0.43472222222222223,1,0,0,0,1,0,0,1,0,0,0,1
0.0008197778591271964,0.0015281507887073588,0.0,0,1,0.7423611111111111,1,0,0,0,1,0,0,1,0,1,0,1
0.022545466627649027,0.00802052418215483,0.00444136393442623,0,1,0.9145833333333333,0,0,1,0,0,1,2,0,0,0,0,1
0.00426115446568988,0.019372623286760638,0.0,0,1,0.43194444444444446,1,0,0,0,1,0,2,1,0,1,0,1
0.00743646179341196,6.851445805221046e-05,0.5628415300546448,0,1,0.4666666666666666,0,0,0,0,0,0,2,1,0,0,0,1
0.0010459400961452209,0.019372623286760638,0.0,0,1,0.03194444444444445,1,0,0,0,1,0,0,1,0,0,1,1
0.001319383382713785,0.019372623286760638,0.0,0,1,0.14722222222222223,1,0,0,0,1,0,0,1,0,0,1,1
0.0016692817494072733,0.008244014200104574,0.0,0,1,0.7222222222222222,1,0,0,0,1,0,0,1,0,1,0,1
0.020691516684709484,0.019372623286760638,0.6120218579234973,0,1,0.06458333333333334,0,0,1,0,0,1,0,1,0,0,0,1
0.001027816077151249,0.020365654630789917,0.0,0,1,0.28680555555555554,1,0,0,0,1,0,0,0,0,1,0,1
0.0005369425627158058,0.00048302681298815765,0.0,0,1,0.6625,1,0,0,0,1,0,0,1,0,0,0,1
0.0018968809879312755,0.019372623286760638,0.0015815273224043715,0,1,0.1111111111111111,0,0,0,0,0,0,0,0,0,1,0,1
0.018147317018388235,0.21848087951035297,0.09064709344262295,0,1,0.4618055555555556,0,0,0,0,0,0,0,1,0,1,0,1
0.00015058415781219739,0.03905633413579402,0.0,0,0,0.20694444444444446,1,0,0,0,1,0,0,1,0,0,0,1
0.004391014601783302,0.008337658300584383,0.0,0,1,0.09444444444444444,1,0,0,0,1,0,0,0,0,1,0,1
0.0004092794289248416,9.457433988854957e-06,0.0,0,0,0.7958333333333334,1,0,0,0,1,0,2,0,0,0,0,1
3.4222035864693585e-05,0.019372623286760638,0.0,0,0,0.8250000000000001,1,0,0,0,1,0,0,1,0,0,0,1
0.028445724811119604,0.019372623286760638,0.1247560043715847,0,1,0.7618055555555556,0,0,0,0,0,0,1,0,0,1,0,1
0.011497148049011157,0.008280092760373042,0.020409567759562843,0,1,0.09236111111111112,0,0,0,0,0,0,0,0,0,1,0,1
0.00038495540343326285,0.019372623286760638,0.0,0,0,0.6833333333333332,1,0,0,0,1,0,2,0,0,1,0,1
0.027835906172029672,0.362605788182161,0.03145675355191257,0,1,0.842361111111111,0,0,0,0,0,0,0,0,0,1,0,1
0.0003901394088661005,9.55045792972894e-05,0.0,0,0,0.09097222222222222,1,0,0,0,1,0,2,1,0,0,0,1
0.00033295334893510974,0.0015469881367343402,0.002021370491803279,0,0,0.8701388888888889,0,1,0,1,0,0,0,0,0,0,0,1
0.00035714737429044823,0.00048698033047530194,0.0,0,0,0.2034722222222222,1,0,0,0,1,0,2,1,0,0,0,1
0.0140924027688381,0.22321950045368552,0.007796284153005465,0,1,0.02847222222222222,0,0,0,0,0,0,1,1,0,0,1,1
0.012021298598320932,0.0015292360680175551,0.0008375027322404371,0,1,0.022222222222222223,0,0,0,0,0,0,2,0,0,0,0,1
0.00036330038073879904,0.019372623286760638,0.0,0,0,0.6847222222222222,1,0,0,0,1,0,0,0,0,1,0,1
0.03595226567797444,0.034771048313921686,0.14918610546448088,0,1,0.4597222222222222,0,0,0,0,0,0,1,1,0,1,0,1
0.0008364298765785108,5.395388570691024e-05,0.0,0,1,0.9958333333333332,1,0,0,0,1,0,2,1,0,1,0,1
0.021745007788768162,0.0012618007651994338,0.8087431693989071,0,1,0.08750000000000001,0,0,0,0,0,0,1,0,0,0,1,1
0.0011230171769220014,0.019372623286760638,0.0,0,1,0.7354166666666666,1,0,0,0,1,0,0,1,0,1,0,1
0.00034729736396763743,0.0031958374887256923,0.0,0,0,0.39166666666666666,1,0,0,0,1,0,0,1,0,0,0,1
0.039104783981813614,4.124061378746588e-05,0.0,0,1,0.1638888888888889,0,0,1,0,0,1,0,1,0,1,0,1
0.0008300698699132237,0.0015936551470727884,0.0,0,1,0.3145833333333333,1,0,0,0,1,0,0,0,0,0,1,1
0.0019139660058363742,0.019372623286760638,0.0,0,1,0.43124999999999997,1,0,0,0,1,0,1,0,0,1,0,1
0.01803790490372434,0.4378643028766491,0.011374371584699453,0,1,0.4395833333333334,0,0,0,0,0,0,2,0,0,0,1,1
0.002760259892752368,0.002431025654840094,0.0,0,1,0.13819444444444443,1,0,0,0,1,0,1,0,0,1,0,1
0.021375552401578915,0.3427193952203524,0.018867971584699453,0,1,0.9465277777777777,0,0,0,0,0,0,0,0,0,1,0,1
0.004165444365385695,0.009582086069626095,0.0012640437158469946,0,1,0.9736111111111111,0,0,1,0,0,1,1,0,0,1,0,1
0.000667347699380389,0.0043922850594636164,0.0011022907103825136,0,1,0.04722222222222222,0,0,0,0,0,0,0,1,0,1,0,1
0.0011486432037780777,0.019372623286760638,0.0,0,1,0.517361111111111,1,0,0,0,1,0,1,0,0,0,1,1
0.0005136405382952842,8.527194580115125e-07,0.0,0,1,0.46249999999999997,1,0,0,0,1,0,0,1,0,0,0,1
0.0003789303971190562,0.0036481679516244497,0.0,0,0,0.09722222222222222,1,0,0,0,1,0,0,1,0,1,0,1
0.001283744345364074,0.019372623286760638,0.06008210928961749,0,1,0.3194444444444445,0,0,0,0,0,0,0,0,0,0,0,1
0.0012876863494952944,0.004688329100098024,0.0,0,1,0.24027777777777778,1,0,0,0,1,0,1,0,0,0,1,1
0.0003092993241456917,0.0007925639762463367,0.0,0,0,0.37152777777777773,1,0,0,0,1,0,0,0,0,0,0,1
6.361506666858987e-05,2.596918349398697e-05,0.0,0,0,0.15833333333333333,1,0,0,0,1,0,0,1,0,1,0,1
0.0003512583681187698,0.7638915728449164,0.0058711344262295075,0,0,0.2659722222222222,0,0,0,0,0,0,0,0,0,0,0,1
0.010880884403166856,0.2001853463261939,0.008479068852459016,0,1,0.24722222222222223,0,0,0,0,0,0,0,1,0,0,0,1
0.0006794297120423383,0.0006582219016341593,0.0,0,1,0.2125,1,0,0,0,1,0,0,0,0,1,0,1
0.0026762248046835954,1.7752068716785123e-05,0.0,0,1,0.3548611111111111,1,0,0,0,1,0,1,0,0,1,0,0
0.009924202400564117,0.2721227125316039,0.023539796721311478,0,1,0.009027777777777779,0,0,0,0,0,0,0,0,0,0,0,1
0.009221932664585434,0.002595658650199362,0.07179950819672132,0,1,0.22013888888888888,0,0,0,0,0,0,2,1,0,0,0,1
0.0005574835842427964,0.007095746829143316,0.0,0,1,0.11805555555555557,1,0,0,0,1,0,1,0,0,0,1,1
0.0007430127786773921,0.021797602385443923,0.0,0,1,0.3444444444444445,1,0,0,0,1,0,0,1,0,0,1,1
0.01019114268031753,0.0014786752305540234,0.013343172677595628,0,1,0.7736111111111111,0,0,0,0,0,0,1,0,0,0,0,1
0.0007522597883682583,0.0016887721266164364,0.0,0,1,0.1173611111111111,1,0,0,0,1,0,2,0,0,0,1,1
0.042832184888129766,0.019372623286760638,0.03916639890710382,0,1,0.21875,0,0,1,0,0,1,0,1,0,0,1,1
0.0023214434328727176,0.00237862216814775,0.0,0,1,0.0,1,0,0,0,1,0,1,1,0,1,0,1
0.012607528212689569,0.0018901689586086098,0.0,0,1,0.08472222222222221,0,0,1,0,0,1,0,1,0,1,0,1
0.014744902452657771,0.019372623286760638,0.6338797814207651,0,1,0.29791666666666666,0,0,0,0,0,0,0,1,0,1,0,1
0.0005268175521047947,0.019372623286760638,0.0,0,1,0.6576388888888889,1,0,0,0,1,0,0,1,0,0,0,1
0.0010718351232832093,0.06031571705373024,0.0,0,1,0.09583333333333333,1,0,0,0,1,0,0,0,0,0,0,1
0.016667647467694547,0.2089659443228458,0.016464192349726774,0,1,0.9430555555555555,0,0,0,0,0,0,0,1,0,1,0,1
0.014830955542841409,0.0038649897034125445,0.005238261202185792,0,1,0.44166666666666665,0,0,1,0,0,1,0,1,0,0,0,1
0.0001995622091411952,8.294634727930167e-06,0.0,0,0,0.9347222222222222,1,0,0,0,1,0,0,0,0,0,0,1
0.0004284804490475106,0.0023078844379086512,0.0,0,0,0.5375,1,0,0,0,1,0,0,0,0,0,0,0
0.0003868234053909289,0.002518933278966008,0.000603020218579235,0,0,0.3069444444444444,0,1,0,1,0,0,0,0,0,0,1,1
0.0007862658240065836,0.0015594688488015998,0.0,0,1,0.6902777777777778,1,0,0,0,1,0,0,0,0,0,0,1
0.0012432743029514694,0.019372623286760638,0.0,0,1,0.18055555555555555,1,0,0,0,1,0,0,0,0,0,1,1
0.008682265099013825,0.0015321818261452313,0.005800109289617487,0,1,0.9958333333333332,0,0,0,0,0,0,0,1,0,1,0,1
0.000292262306290897,0.019372623286760638,0.0,0,0,0.9381944444444444,1,0,0,0,1,0,2,0,0,0,0,1
0.001325766389403176,0.0064102022456754525,0.0,0,1,0.4666666666666666,1,0,0,0,1,0,0,1,0,1,0,1
0.020936382941329323,0.019372623286760638,0.07952350710382514,0,1,0.15555555555555556,0,0,1,0,0,1,2,0,0,1,0,1
0.0006149146444305474,0.003137640160915914,0.0,0,1,0.11944444444444445,1,0,0,0,1,0,2,1,0,0,0,1
0.0002503242623398269,0.001389855196608037,0.0,0,0,0.5854166666666667,1,0,0,0,1,0,0,1,0,0,0,1
0.0208731588750705,0.47599030768056044,0.17225991584699454,0,1,0.018055555555555557,0,0,0,0,0,0,0,1,0,0,0,1
0.01868313857992923,0.19999994806163301,0.034395706010928964,0,1,0.5055555555555555,0,0,0,0,0,0,1,0,0,1,0,1
0.0007643938010847036,0.0011251245648708265,0.0,0,1,0.7902777777777777,1,0,0,0,1,0,0,1,0,0,0,1
0.0006940597273745944,0.008088199099140653,0.0,0,1,0.12708333333333333,1,0,0,0,1,0,2,0,0,0,1,1
0.00019263720188378758,0.0008017252840234095,0.0,0,0,0.8506944444444445,1,0,0,0,1,0,2,0,0,0,0,1
